1.250000000000000000e-01 1.250000000000000000e-01 1.914062500000000000e-01
3.828125000000000000e-01 3.828125000000000000e-01 4.140625000000000000e-01
4.804687500000000000e-01 1.601562500000000000e-01 2.539062500000000000e-01
6.250000000000000000e-02 6.250000000000000000e-02 6.250000000000000000e-02
6.718750000000000000e-01 6.250000000000000000e-02 2.539062500000000000e-01
2.890625000000000000e-01 2.890625000000000000e-01 3.203125000000000000e-01
1.601562500000000000e-01 1.914062500000000000e-01 2.539062500000000000e-01
2.890625000000000000e-01 6.250000000000000000e-02 1.601562500000000000e-01
4.804687500000000000e-01 4.804687500000000000e-01 5.117187500000000000e-01
1.914062500000000000e-01 5.117187500000000000e-01 5.117187500000000000e-01
9.375000000000000000e-02 7.031250000000000000e-01 7.031250000000000000e-01
8.007812500000000000e-01 8.007812500000000000e-01 8.007812500000000000e-01
8.007812500000000000e-01 2.890625000000000000e-01 3.515625000000000000e-01
